#
#  Z   A s fl     Mexp      Err       Mth    beta2   beta4     rhon     rn       an       rhop     rp       ap   
#                [MeV]     [MeV]     [MeV]                    [fm-3]   [fm]     [fm]     [fm-3]   [fm]     [fm]  
#-----------------------------------------------------------------------------------------------------------------
   0   1 n  2     8.071     0.000                                                                                
 104 328 Rf 0                       404.230   0.250   0.000   0.0941   8.1408   0.5949   0.0488   7.8967   0.4551
 104 329 Rf 0                       411.140   0.260  -0.010   0.0941   8.1468   0.6030   0.0487   7.9046   0.4551
 104 330 Rf 0                       418.490   0.250  -0.010   0.0932   8.2129   0.5460   0.0486   7.9126   0.4551
 104 331 Rf 0                       425.670   0.250  -0.010   0.0944   8.1638   0.6069   0.0484   7.9205   0.4551
 104 332 Rf 0                       433.050   0.250  -0.020   0.0940   8.1935   0.5909   0.0483   7.9285   0.4551
 104 333 Rf 0                       440.040   0.240  -0.030   0.0946   8.1797   0.6106   0.0481   7.9364   0.4551
 104 334 Rf 0                       447.660   0.240  -0.030   0.0943   8.2084   0.5961   0.0480   7.9443   0.4551
 104 335 Rf 0                       454.950   0.230  -0.010   0.0948   8.1960   0.6149   0.0478   7.9522   0.4551
 104 336 Rf 0                       462.870   0.230  -0.040   0.0932   8.2603   0.6053   0.0477   7.9601   0.4551
 104 337 Rf 0                       470.330   0.220  -0.040   0.0934   8.2682   0.6053   0.0476   7.9679   0.4551
 104 338 Rf 0                       477.970   0.230  -0.050   0.0935   8.2760   0.6053   0.0474   7.9758   0.4551
 104 339 Rf 0                       485.780   0.240  -0.010   0.0937   8.2839   0.6053   0.0473   7.9836   0.4551
 104 340 Rf 0                       493.620   0.220  -0.040   0.0938   8.2917   0.6053   0.0472   7.9914   0.4551
 104 341 Rf 0                       501.140   0.190  -0.050   0.0956   8.2379   0.6328   0.0470   7.9992   0.4551
 104 342 Rf 0                       509.290   0.190  -0.040   0.0957   8.2459   0.6320   0.0469   8.0070   0.4551
 104 343 Rf 0                       517.250  -0.160   0.030   0.0959   8.2492   0.6404   0.0477   7.9687   0.4324
 104 344 Rf 0                       524.950   0.160  -0.050   0.0960   8.2566   0.6402   0.0476   7.9754   0.4309
 104 345 Rf 0                       532.210  -0.160   0.030   0.0962   8.2594   0.6486   0.0475   7.9805   0.4324
 104 346 Rf 0                       540.200  -0.150   0.020   0.0964   8.2662   0.6490   0.0474   7.9869   0.4311
 104 347 Rf 0                       547.560  -0.160   0.030   0.0966   8.2685   0.6573   0.0473   7.9918   0.4325
 104 348 Rf 0                       555.660  -0.160   0.030   0.0967   8.2747   0.6584   0.0472   7.9980   0.4313
 104 349 Rf 0                       563.130  -0.140   0.010   0.0969   8.2765   0.6666   0.0471   7.9915   0.4551
 105 232 Db 0                       132.400   0.000   0.000   0.0830   7.0146   0.5415   0.0673   7.0933   0.4675
 105 233 Db 0                       129.200   0.000   0.000   0.0830   7.0357   0.5371   0.0671   7.1030   0.4667
 105 234 Db 0                       126.300  -0.280   0.070   0.0828   7.0621   0.5292   0.0667   7.1168   0.4639
 105 240 Db 0                       112.080   0.400   0.130   0.0833   7.1632   0.5192   0.0651   7.1802   0.4562
 105 241 Db 0                       109.990   0.370   0.100   0.0835   7.1763   0.5190   0.0648   7.1892   0.4552
 105 242 Db 0                       108.810   0.320   0.080   0.0836   7.1909   0.5190   0.0646   7.1995   0.4541
 105 243 Db 0                       107.190   0.350   0.100   0.0838   7.2041   0.5183   0.0644   7.2086   0.4528
 105 244 Db 0                       106.170   0.340   0.070   0.0839   7.2166   0.5194   0.0641   7.2173   0.4524
 105 245 Db 0                       104.740   0.310   0.080   0.0841   7.2313   0.5176   0.0639   7.2274   0.4506
 105 246 Db 0                       104.150   0.320   0.070   0.0842   7.2441   0.5181   0.0637   7.2362   0.4500
 105 247 Db 0                       102.780   0.280   0.080   0.0844   7.2577   0.5170   0.0635   7.2456   0.4486
 105 248 Db 0                       102.590   0.280   0.060   0.0845   7.2710   0.5169   0.0632   7.2546   0.4477
 105 249 Db 0                       101.270   0.310   0.090   0.0847   7.2837   0.5163   0.0630   7.2635   0.4465
 105 250 Db 0                       100.900   0.310   0.070   0.0848   7.2972   0.5157   0.0628   7.2725   0.4455
 105 251 Db 0                       100.260   0.290   0.070   0.0850   7.3091   0.5156   0.0626   7.2809   0.4446
 105 252 Db 0                       100.310   0.290   0.070   0.0852   7.3230   0.5145   0.0624   7.2900   0.4434
 105 253 Db 0                        99.970   0.290   0.050   0.0851   7.3444   0.5098   0.0622   7.2979   0.4428
 105 254 Db 0                       100.390   0.300   0.060   0.0852   7.3558   0.5106   0.0620   7.3073   0.4417
 105 255 Db 1   100.041     0.423   100.180   0.300   0.060   0.0855   7.3657   0.5111   0.0618   7.3146   0.4410
 105 256 Db 1   100.720     0.291   101.030   0.300   0.050   0.0856   7.3769   0.5124   0.0616   7.3238   0.4402
 105 257 Db 1   100.342     0.225   100.880   0.290   0.030   0.0859   7.3868   0.5125   0.0614   7.3311   0.4394
 105 258 Db 1   101.748     0.344   101.960   0.290   0.030   0.0860   7.3976   0.5145   0.0612   7.3401   0.4389
 105 259 Db 1   102.101     0.212   102.350   0.290   0.020   0.0863   7.4077   0.5142   0.0610   7.3473   0.4380
 105 260 Db 1   103.676     0.231   103.820   0.280   0.020   0.0864   7.4196   0.5152   0.0608   7.3563   0.4379
 105 261 Db 1   104.379     0.231   104.600   0.290   0.010   0.0866   7.4305   0.5140   0.0607   7.3634   0.4368
 105 262 Db 1   106.269     0.182   106.300   0.290   0.010   0.0867   7.4424   0.5166   0.0604   7.3721   0.4371
 105 263 Db 1   107.111     0.168   107.310   0.280   0.010   0.0869   7.4534   0.5149   0.0603   7.3792   0.4359
 105 264 Db 1   109.361     0.231   109.640   0.280   0.010   0.0864   7.4782   0.5325   0.0601   7.3874   0.4366
 105 265 Db 1   110.476     0.283   110.610   0.270  -0.020   0.0866   7.4874   0.5325   0.0599   7.3944   0.4352
 105 266 Db 1   112.738     0.361   112.870   0.270  -0.020   0.0868   7.4966   0.5325   0.0597   7.4021   0.4364
 105 267 Db 1   113.994     0.469   114.430   0.270  -0.020   0.0870   7.5058   0.5325   0.0596   7.4091   0.4349
 105 268 Db 1   116.851     0.529   117.260   0.240  -0.040   0.0873   7.5149   0.5325   0.0594   7.4163   0.4366
 105 269 Db 1   118.728     0.774   119.050   0.260  -0.020   0.0875   7.5241   0.5325   0.0593   7.4232   0.4350
 105 270 Db 1   121.757     0.720   121.800   0.250  -0.020   0.0877   7.5332   0.5325   0.0591   7.4300   0.4363
 105 271 Db 0                       123.920   0.250  -0.040   0.0879   7.5423   0.5325   0.0589   7.4368   0.4354
 105 272 Db 0                       126.760   0.240  -0.040   0.0882   7.5513   0.5325   0.0588   7.4434   0.4368
 105 273 Db 0                       129.480   0.230  -0.040   0.0884   7.5604   0.5325   0.0586   7.4498   0.4362
 105 274 Db 0                       132.690   0.250  -0.010   0.0886   7.5694   0.5325   0.0585   7.4562   0.4376
 105 275 Db 0                       135.490   0.190  -0.030   0.0889   7.5784   0.5325   0.0583   7.4623   0.4374
 105 276 Db 0                       138.850   0.180  -0.020   0.0891   7.5874   0.5325   0.0582   7.4684   0.4389
 105 277 Db 0                       141.350  -0.150   0.030   0.0893   7.5963   0.5325   0.0581   7.4741   0.4390
 105 278 Db 0                       144.250  -0.150   0.030   0.0895   7.6052   0.5325   0.0579   7.4815   0.4387
 105 279 Db 0                       147.030  -0.150   0.020   0.0897   7.6141   0.5325   0.0577   7.4839   0.4551
 105 280 Db 0                       150.440  -0.140   0.010   0.0900   7.6103   0.5555   0.0575   7.4927   0.4551
 105 281 Db 0                       153.400  -0.140   0.020   0.0903   7.6166   0.5586   0.0573   7.5016   0.4551
 105 282 Db 0                       156.920  -0.140   0.010   0.0904   7.6242   0.5639   0.0571   7.5105   0.4551
 105 283 Db 0                       160.160  -0.130   0.010   0.0907   7.6295   0.5677   0.0569   7.5193   0.4551
 105 284 Db 0                       164.160  -0.110   0.020   0.0910   7.6301   0.5764   0.0567   7.5281   0.4551
 105 285 Db 0                       167.330  -0.080   0.000   0.0913   7.6340   0.5813   0.0565   7.5369   0.4551
 105 286 Db 0                       172.220   0.000   0.000   0.0915   7.6407   0.5864   0.0563   7.5456   0.4551
 105 287 Db 0                       175.360   0.000   0.000   0.0920   7.6379   0.5962   0.0561   7.5544   0.4551
 105 288 Db 0                       178.680   0.450   0.130   0.0917   7.6556   0.5946   0.0559   7.5631   0.4551
 105 289 Db 0                       183.170   0.000   0.000   0.0929   7.6270   0.6226   0.0566   7.5331   0.4552
 105 290 Db 0                       187.350   0.420   0.090   0.0927   7.6397   0.6259   0.0563   7.5439   0.4555
 105 291 Db 0                       191.260   0.450   0.120   0.0928   7.6513   0.6253   0.0562   7.5526   0.4543
 105 292 Db 0                       195.700   0.410   0.080   0.0925   7.6804   0.6152   0.0559   7.5624   0.4547
 105 293 Db 0                       199.760   0.450   0.120   0.0925   7.6957   0.6126   0.0557   7.5731   0.4530
 105 294 Db 0                       204.270   0.420   0.080   0.0925   7.7079   0.6149   0.0555   7.5826   0.4532
 105 295 Db 0                       208.520   0.370   0.090   0.0926   7.7226   0.6127   0.0546   7.6236   0.4551
 105 296 Db 0                       212.510   0.390   0.090   0.0926   7.7350   0.6145   0.0545   7.6322   0.4551
 105 297 Db 0                       217.440   0.380   0.090   0.0926   7.7489   0.6128   0.0543   7.6407   0.4551
 105 298 Db 0                       222.140   0.380   0.090   0.0925   7.7696   0.6083   0.0541   7.6493   0.4551
 105 299 Db 0                       226.600   0.380   0.080   0.0925   7.7861   0.6047   0.0539   7.6578   0.4551
 105 300 Db 0                       231.890   0.410   0.070   0.0923   7.8069   0.5988   0.0538   7.6663   0.4551
 105 301 Db 0                       236.540   0.360   0.090   0.0924   7.8174   0.6003   0.0536   7.6747   0.4551
 105 302 Db 0                       241.210   0.300   0.060   0.0924   7.8334   0.5988   0.0534   7.6832   0.4551
 105 303 Db 0                       246.130   0.360   0.080   0.0925   7.8436   0.5994   0.0532   7.6916   0.4551
 105 304 Db 0                       250.360   0.310   0.090   0.0925   7.8578   0.5989   0.0531   7.7000   0.4551
 105 305 Db 0                       256.350   0.320   0.090   0.0926   7.8694   0.5983   0.0529   7.7084   0.4551
 105 306 Db 0                       260.810   0.300   0.040   0.0926   7.8837   0.5975   0.0527   7.7168   0.4551
 105 307 Db 0                       266.850   0.310   0.060   0.0927   7.8949   0.5971   0.0526   7.7252   0.4551
 105 308 Db 0                       271.180   0.320   0.060   0.0926   7.9093   0.5961   0.0524   7.7335   0.4551
 105 309 Db 0                       277.070   0.260   0.080   0.0928   7.9201   0.5958   0.0522   7.7418   0.4551
 105 310 Db 0                       282.140   0.260   0.040   0.0928   7.9346   0.5945   0.0521   7.7501   0.4551
 105 311 Db 0                       288.050   0.260   0.080   0.0929   7.9451   0.5944   0.0519   7.7584   0.4551
 105 312 Db 0                       292.570   0.270   0.070   0.0928   7.9595   0.5929   0.0518   7.7667   0.4551
 105 313 Db 0                       298.960   0.260   0.070   0.0929   7.9697   0.5929   0.0516   7.7749   0.4551
 105 314 Db 0                       304.250   0.270   0.040   0.0929   7.9841   0.5913   0.0514   7.7832   0.4551
 105 315 Db 0                       310.480   0.270   0.070   0.0930   7.9940   0.5913   0.0513   7.7914   0.4551
 105 316 Db 0                       316.040   0.280   0.030   0.0930   8.0076   0.5910   0.0511   7.7996   0.4551
 105 317 Db 0                       322.060   0.250   0.060   0.0931   8.0179   0.5898   0.0510   7.8078   0.4551
 105 318 Db 0                       328.070   0.270   0.040   0.0931   8.0308   0.5902   0.0508   7.8159   0.4551
 105 319 Db 0                       334.250   0.240   0.040   0.0933   8.0414   0.5885   0.0507   7.8241   0.4551
 105 320 Db 0                       340.140   0.260   0.030   0.0932   8.0536   0.5899   0.0505   7.8322   0.4551
 105 321 Db 0                       346.610   0.260   0.020   0.0933   8.0644   0.5879   0.0503   7.8403   0.4551
 105 322 Db 0                       352.900   0.260   0.020   0.0934   8.0754   0.5908   0.0502   7.8484   0.4551
 105 323 Db 0                       359.130   0.260   0.020   0.0935   8.0866   0.5879   0.0500   7.8565   0.4551
 105 324 Db 0                       365.660   0.260   0.020   0.0935   8.0966   0.5920   0.0499   7.8646   0.4551
 105 325 Db 0                       372.320   0.260   0.010   0.0936   8.1082   0.5883   0.0497   7.8726   0.4551
 105 326 Db 0                       378.690   0.260   0.000   0.0936   8.1168   0.5940   0.0496   7.8806   0.4551
 105 327 Db 0                       385.530   0.250   0.000   0.0937   8.1286   0.5897   0.0495   7.8887   0.4551
 105 328 Db 0                       392.090   0.250   0.000   0.0938   8.1360   0.5964   0.0493   7.8967   0.4551
 105 329 Db 0                       399.090   0.250  -0.010   0.0939   8.1481   0.5915   0.0492   7.9046   0.4551
 105 330 Db 0                       405.860   0.260  -0.010   0.0940   8.1543   0.5994   0.0490   7.9126   0.4551
 105 331 Db 0                       412.930   0.250  -0.010   0.0930   8.2208   0.5460   0.0489   7.9205   0.4551
 105 332 Db 0                       420.080   0.260  -0.020   0.0941   8.1714   0.6033   0.0487   7.9285   0.4551
 105 333 Db 0                       427.270   0.250  -0.020   0.0933   8.2367   0.5460   0.0486   7.9364   0.4551
 105 334 Db 0                       434.000   0.250  -0.010   0.0944   8.1873   0.6069   0.0484   7.9443   0.4551
 105 335 Db 0                       441.750   0.230  -0.030   0.0941   8.2171   0.5919   0.0483   7.9522   0.4551
 105 336 Db 0                       448.800   0.220  -0.040   0.0928   8.2603   0.6053   0.0482   7.9601   0.4551
 105 337 Db 0                       456.600   0.240  -0.040   0.0930   8.2682   0.6053   0.0480   7.9679   0.4551
 105 338 Db 0                       463.720   0.220  -0.040   0.0931   8.2760   0.6053   0.0479   7.9758   0.4551
 105 339 Db 0                       471.640   0.220  -0.040   0.0933   8.2839   0.6053   0.0478   7.9836   0.4551
 105 340 Db 0                       478.870   0.240  -0.020   0.0934   8.2917   0.6053   0.0476   7.9914   0.4551
 105 341 Db 0                       486.890   0.220  -0.040   0.0935   8.2995   0.6053   0.0475   7.9992   0.4551
 105 342 Db 0                       494.330   0.220  -0.040   0.0953   8.2462   0.6287   0.0473   8.0070   0.4551
 105 343 Db 0                       502.440   0.180  -0.060   0.0938   8.3150   0.6053   0.0472   8.0147   0.4551
 105 344 Db 0                       509.760   0.220  -0.040   0.0956   8.2576   0.6363   0.0471   8.0225   0.4551
 105 345 Db 0                       517.830   0.160  -0.050   0.0958   8.2649   0.6363   0.0469   8.0302   0.4551
 105 346 Db 0                       525.410   0.180  -0.030   0.0960   8.2680   0.6445   0.0477   7.9912   0.4343
 105 347 Db 0                       532.930  -0.160   0.030   0.0961   8.2747   0.6451   0.0476   7.9975   0.4330
 105 348 Db 0                       540.360  -0.160   0.030   0.0963   8.2772   0.6532   0.0475   8.0025   0.4344
 105 349 Db 0                       548.160  -0.150   0.020   0.0965   8.2833   0.6544   0.0474   8.0086   0.4332
 105 350 Db 0                       555.600  -0.180   0.050   0.0966   8.2853   0.6625   0.0473   8.0135   0.4344
 105 351 Db 0                       563.790  -0.150   0.020   0.0969   8.2909   0.6642   0.0473   8.0193   0.4334
 105 352 Db 0                       571.090  -0.120   0.010   0.0970   8.2950   0.6715   0.0471   8.0249   0.4348
 105 353 Db 0                       579.480   0.430   0.140   0.0971   8.2974   0.6745   0.0471   8.0221   0.4551
 106 234 Sg 0                       138.960   0.000   0.000   0.0827   7.0451   0.5358   0.0673   7.1173   0.4675
 106 242 Sg 0                       117.690   0.400   0.130   0.0832   7.1852   0.5175   0.0651   7.2036   0.4556
 106 243 Sg 0                       116.630   0.350   0.100   0.0833   7.1997   0.5175   0.0648   7.2137   0.4545
 106 244 Sg 0                       114.640   0.390   0.130   0.0835   7.2130   0.5168   0.0646   7.2229   0.4532
 106 245 Sg 0                       113.610   0.360   0.100   0.0836   7.2253   0.5180   0.0644   7.2315   0.4528
 106 246 Sg 0                       111.830   0.340   0.100   0.0838   7.2400   0.5161   0.0641   7.2416   0.4510
 106 247 Sg 0                       110.940   0.330   0.070   0.0840   7.2527   0.5167   0.0639   7.2503   0.4504
 106 248 Sg 0                       109.720   0.340   0.100   0.0841   7.2663   0.5154   0.0637   7.2598   0.4489
 106 249 Sg 0                       109.120   0.340   0.070   0.0842   7.2794   0.5154   0.0635   7.2686   0.4480
 106 250 Sg 0                       107.970   0.290   0.050   0.0844   7.2921   0.5148   0.0633   7.2775   0.4469
 106 251 Sg 0                       107.500   0.290   0.050   0.0846   7.3055   0.5142   0.0631   7.2864   0.4458
 106 252 Sg 0                       106.330   0.290   0.070   0.0848   7.3174   0.5141   0.0629   7.2947   0.4449
 106 253 Sg 0                       106.420   0.300   0.070   0.0849   7.3311   0.5131   0.0626   7.3038   0.4437
 106 254 Sg 0                       105.700   0.290   0.040   0.0848   7.3536   0.5077   0.0625   7.3116   0.4431
 106 255 Sg 0                       106.220   0.300   0.030   0.0850   7.3650   0.5085   0.0622   7.3209   0.4421
 106 256 Sg 0                       105.420   0.300   0.060   0.0852   7.3748   0.5090   0.0621   7.3282   0.4414
 106 257 Sg 0                       106.230   0.300   0.050   0.0854   7.3860   0.5103   0.0618   7.3374   0.4406
 106 258 Sg 1   105.415     0.414   105.980   0.290   0.030   0.0856   7.3959   0.5104   0.0617   7.3446   0.4398
 106 259 Sg 1   106.656     0.177   106.820   0.290   0.020   0.0858   7.4066   0.5124   0.0615   7.3536   0.4393
 106 260 Sg 2   106.583     0.039   106.970   0.970   0.530   0.0854   7.4167   0.5122   0.0611   7.3607   0.4384
 106 261 Sg 1   108.162     0.125   108.270   0.280   0.020   0.0862   7.4271   0.5150   0.0611   7.3697   0.4383
 106 262 Sg 1   108.424     0.283   108.820   0.280   0.010   0.0864   7.4382   0.5127   0.0609   7.3768   0.4372
 106 263 Sg 1   110.216     0.124   110.360   0.290   0.010   0.0865   7.4501   0.5152   0.0607   7.3855   0.4374
 106 264 Sg 1   110.784     0.283   111.180   0.270  -0.010   0.0867   7.4610   0.5135   0.0605   7.3924   0.4362
 106 265 Sg 2   112.818     0.058   113.080   0.290   0.000   0.0868   7.4719   0.5172   0.0603   7.4007   0.4369
 106 266 Sg 1   113.703     0.285   113.970   0.270  -0.020   0.0870   7.4829   0.5150   0.0602   7.4076   0.4356
 106 267 Sg 1   115.901     0.271   116.150   0.270  -0.020   0.0865   7.5058   0.5325   0.0600   7.4154   0.4368
 106 268 Sg 1   117.001     0.539   117.400   0.270  -0.030   0.0867   7.5149   0.5325   0.0598   7.4222   0.4353
 106 269 Sg 1   119.934     0.656   119.990   0.260  -0.040   0.0869   7.5241   0.5325   0.0597   7.4295   0.4370
 106 270 Sg 1   121.400     0.617   121.320   0.260  -0.040   0.0872   7.5332   0.5325   0.0595   7.4363   0.4353
 106 271 Sg 1   124.329     0.648   124.080   0.240  -0.040   0.0874   7.5423   0.5325   0.0593   7.4432   0.4367
 106 272 Sg 1   125.898     0.767   126.170   0.240  -0.040   0.0876   7.5513   0.5325   0.0592   7.4499   0.4357
 106 273 Sg 1   128.751     0.661   129.060   0.230  -0.040   0.0879   7.5604   0.5325   0.0590   7.4565   0.4371
 106 274 Sg 0                       131.400   0.230  -0.040   0.0881   7.5694   0.5325   0.0589   7.4629   0.4365
 106 275 Sg 0                       134.430   0.240  -0.040   0.0883   7.5784   0.5325   0.0587   7.4693   0.4379
 106 276 Sg 0                       136.870   0.190  -0.050   0.0885   7.5874   0.5325   0.0586   7.4753   0.4378
 106 277 Sg 0                       140.250   0.450   0.170   0.0886   7.5963   0.5325   0.0584   7.4814   0.4392
 106 278 Sg 0                       142.760   0.170  -0.050   0.0890   7.6052   0.5325   0.0583   7.4871   0.4394
 106 279 Sg 0                       145.910   0.460   0.170   0.0890   7.6141   0.5325   0.0581   7.4934   0.4409
 106 280 Sg 0                       148.160  -0.150   0.020   0.0894   7.6230   0.5325   0.0580   7.4990   0.4400
 106 281 Sg 0                       151.220   0.450   0.180   0.0896   7.6190   0.5529   0.0578   7.5065   0.4408
 106 282 Sg 0                       154.050  -0.150   0.020   0.0900   7.6252   0.5561   0.0576   7.5105   0.4551
 106 283 Sg 0                       157.610  -0.120  -0.010   0.0902   7.6328   0.5614   0.0574   7.5193   0.4551
 106 284 Sg 0                       160.730  -0.130   0.010   0.0904   7.6381   0.5652   0.0572   7.5281   0.4551
 106 285 Sg 0                       164.460   0.480   0.150   0.0906   7.6374   0.5748   0.0570   7.5369   0.4551
 106 286 Sg 0                       167.460  -0.090  -0.020   0.0911   7.6413   0.5798   0.0569   7.5456   0.4551
 106 287 Sg 0                       171.280   0.430   0.110   0.0911   7.6482   0.5847   0.0566   7.5544   0.4551
 106 288 Sg 0                       175.370   0.000   0.000   0.0917   7.6454   0.5944   0.0565   7.5631   0.4551
 106 289 Sg 0                       178.040   0.450   0.130   0.0915   7.6634   0.5926   0.0563   7.5718   0.4551
 106 290 Sg 0                       182.940   0.000   0.000   0.0926   7.6357   0.6200   0.0568   7.5465   0.4555
 106 291 Sg 0                       186.370   0.430   0.090   0.0924   7.6488   0.6231   0.0559   7.5892   0.4551
 106 292 Sg 0                       190.440   0.440   0.090   0.0925   7.6598   0.6226   0.0564   7.5659   0.4546
 106 293 Sg 0                       194.550   0.410   0.090   0.0922   7.6889   0.6127   0.0555   7.6064   0.4551
 106 294 Sg 0                       198.480   0.410   0.090   0.0923   7.7037   0.6101   0.0553   7.6150   0.4551
 106 295 Sg 0                       202.260   0.410   0.090   0.0923   7.7163   0.6123   0.0552   7.6236   0.4551
 106 296 Sg 0                       206.970   0.410   0.080   0.0923   7.7306   0.6101   0.0550   7.6322   0.4551
 106 297 Sg 0                       210.940   0.390   0.090   0.0923   7.7440   0.6126   0.0548   7.6407   0.4551
 106 298 Sg 0                       215.440   0.390   0.090   0.0924   7.7569   0.6100   0.0546   7.6493   0.4551
 106 299 Sg 0                       220.180   0.400   0.090   0.0922   7.7808   0.6025   0.0544   7.6578   0.4551
 106 300 Sg 0                       224.610   0.370   0.080   0.0922   7.7949   0.6011   0.0543   7.6663   0.4551
 106 301 Sg 0                       229.700   0.400   0.090   0.0921   7.8145   0.5971   0.0541   7.6747   0.4551
 106 302 Sg 0                       234.060   0.370   0.090   0.0922   7.8249   0.5977   0.0539   7.6832   0.4551
 106 303 Sg 0                       238.890   0.320   0.090   0.0922   7.8407   0.5962   0.0538   7.6916   0.4551
 106 304 Sg 0                       243.730   0.350   0.060   0.0923   7.8509   0.5967   0.0536   7.7000   0.4551
 106 305 Sg 0                       247.910   0.320   0.070   0.0923   7.8649   0.5962   0.0534   7.7084   0.4551
 106 306 Sg 0                       253.540   0.340   0.090   0.0924   7.8767   0.5956   0.0532   7.7168   0.4551
 106 307 Sg 0                       257.790   0.300   0.050   0.0924   7.8908   0.5948   0.0531   7.7252   0.4551
 106 308 Sg 0                       263.560   0.300   0.070   0.0925   7.9021   0.5943   0.0529   7.7335   0.4551
 106 309 Sg 0                       268.220   0.310   0.030   0.0924   7.9163   0.5933   0.0527   7.7418   0.4551
 106 310 Sg 0                       273.840   0.290   0.070   0.0926   7.9272   0.5930   0.0526   7.7501   0.4551
 106 311 Sg 0                       278.570   0.290   0.040   0.0925   7.9415   0.5918   0.0524   7.7584   0.4551
 106 312 Sg 0                       284.360   0.270   0.100   0.0926   7.9520   0.5916   0.0522   7.7667   0.4551
 106 313 Sg 0                       289.140   0.260   0.030   0.0926   7.9663   0.5902   0.0521   7.7749   0.4551
 106 314 Sg 0                       295.140   0.280   0.070   0.0927   7.9765   0.5900   0.0519   7.7832   0.4551
 106 315 Sg 0                       299.950   0.270   0.060   0.0927   7.9908   0.5885   0.0518   7.7914   0.4551
 106 316 Sg 0                       306.270   0.280   0.060   0.0928   8.0006   0.5885   0.0516   7.7996   0.4551
 106 317 Sg 0                       311.600   0.280   0.030   0.0928   8.0143   0.5881   0.0515   7.8078   0.4551
 106 318 Sg 0                       317.660   0.260   0.060   0.0930   8.0245   0.5870   0.0513   7.8159   0.4551
 106 319 Sg 0                       323.360   0.260   0.030   0.0929   8.0374   0.5874   0.0511   7.8241   0.4551
 106 320 Sg 0                       329.410   0.260   0.040   0.0931   8.0479   0.5858   0.0510   7.8322   0.4551
 106 321 Sg 0                       335.250   0.280   0.030   0.0930   8.0600   0.5873   0.0508   7.8403   0.4551
 106 322 Sg 0                       341.410   0.260   0.040   0.0932   8.0708   0.5851   0.0507   7.8484   0.4551
 106 323 Sg 0                       347.620   0.250   0.010   0.0932   8.0820   0.5876   0.0505   7.8565   0.4551
 106 324 Sg 0                       353.890   0.250   0.010   0.0933   8.0931   0.5851   0.0504   7.8646   0.4551
 106 325 Sg 0                       360.330   0.250   0.010   0.0933   8.1031   0.5892   0.0502   7.8726   0.4551
 106 326 Sg 0                       366.590   0.250   0.010   0.0934   8.1145   0.5856   0.0501   7.8806   0.4551
 106 327 Sg 0                       372.810   0.250   0.000   0.0935   8.1234   0.5909   0.0499   7.8887   0.4551
 106 328 Sg 0                       379.550   0.250  -0.010   0.0935   8.1351   0.5866   0.0498   7.8967   0.4551
 106 329 Sg 0                       386.110   0.250   0.000   0.0936   8.1427   0.5932   0.0496   7.9046   0.4551
 106 330 Sg 0                       392.990   0.250  -0.010   0.0937   8.1547   0.5883   0.0495   7.9126   0.4551
 106 331 Sg 0                       399.570   0.260  -0.020   0.0938   8.1610   0.5961   0.0493   7.9205   0.4551
 106 332 Sg 0                       406.520   0.250  -0.010   0.0939   8.1732   0.5908   0.0492   7.9285   0.4551
 106 333 Sg 0                       413.490   0.250  -0.010   0.0940   8.1783   0.5999   0.0490   7.9364   0.4551
 106 334 Sg 0                       420.670   0.250  -0.020   0.0930   8.2446   0.5460   0.0489   7.9443   0.4551
 106 335 Sg 0                       427.410   0.230  -0.030   0.0942   8.1942   0.6034   0.0488   7.9522   0.4551
 106 336 Sg 0                       434.940   0.230  -0.020   0.0933   8.2603   0.5460   0.0486   7.9601   0.4551
 106 337 Sg 0                       442.020   0.240  -0.020   0.0944   8.2107   0.6076   0.0485   7.9679   0.4551
 106 338 Sg 0                       449.340   0.220  -0.040   0.0941   8.2397   0.5933   0.0483   7.9758   0.4551
 106 339 Sg 0                       456.300   0.230  -0.050   0.0928   8.2839   0.6053   0.0482   7.9836   0.4551
 106 340 Sg 0                       464.150   0.220  -0.050   0.0930   8.2917   0.6053   0.0481   7.9914   0.4551
 106 341 Sg 0                       471.640   0.210  -0.040   0.0932   8.2995   0.6053   0.0479   7.9992   0.4551
 106 342 Sg 0                       479.280   0.220  -0.050   0.0933   8.3072   0.6053   0.0478   8.0070   0.4551
 106 343 Sg 0                       486.530   0.210  -0.040   0.0952   8.2536   0.6249   0.0476   8.0147   0.4551
 106 344 Sg 0                       494.520   0.190  -0.060   0.0936   8.3227   0.6053   0.0475   8.0225   0.4551
 106 345 Sg 0                       501.350   0.390   0.120   0.0954   8.2652   0.6324   0.0474   8.0302   0.4551
 106 346 Sg 0                       509.770   0.160  -0.050   0.0956   8.2724   0.6325   0.0472   8.0379   0.4551
 106 347 Sg 0                       517.130   0.160  -0.050   0.0958   8.2757   0.6405   0.0471   8.0456   0.4551
 106 348 Sg 0                       524.940  -0.150   0.030   0.0960   8.2824   0.6411   0.0470   8.0533   0.4551
 106 349 Sg 0                       531.900  -0.160   0.030   0.0961   8.2850   0.6493   0.0478   8.0128   0.4358
 106 350 Sg 0                       540.090  -0.160   0.030   0.0963   8.2911   0.6505   0.0477   8.0188   0.4348
 106 351 Sg 0                       547.590  -0.170   0.030   0.0965   8.2932   0.6586   0.0476   8.0237   0.4360
 106 352 Sg 0                       555.320  -0.140   0.010   0.0967   8.2988   0.6605   0.0475   8.0295   0.4351
 106 353 Sg 0                       562.530  -0.130   0.020   0.0968   8.3027   0.6677   0.0474   8.0350   0.4364
